id,name,latitude,longitude,sector,subsector,assetType,sourceType,year,ch4_emissions,co2e_20yr_emissions,pm2_5_emissions,wte_class,waste_type,how_used,energy_generated,needed_hardware,wte_score,wte_confidence,wte_reason,second_best_wte_class,second_best_wte_score,classification_note
452853,West Assiut Mobile power plant,27.1748,31.2014,power,electricity-generation,oil,point-source,2026,0.0,8585.0,1.889,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",99.363,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,67.491,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
51758992,Mallawi Mobile power plant,27.7359,30.8429,power,electricity-generation,oil,point-source,2026,0.0,8585.0,1.889,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",99.363,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,67.491,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
51758995,Gerga Mobile power plant,26.3399,31.89,power,electricity-generation,oil,point-source,2026,0.0,8585.0,1.889,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",99.363,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,67.491,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
51758994,Bani Ghalib Mobile power plant,27.1994,31.0485,power,electricity-generation,oil,point-source,2026,0.0,8585.0,1.889,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",99.363,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,67.491,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
42547371,National Cement New Beni Suef Cement Plant,29.0169742891574,31.2024197604771,manufacturing,cement,integrated dry,point-source,2026,0.0,520386.3113196732,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",98.717,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,21.974,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896673,Arabian Cement Attaka Plant,29.7978116090201,32.1479441668687,manufacturing,cement,integrated dry,point-source,2026,0.0,432575.26037100464,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",98.268,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,21.614,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566795,Ezz Flat Steel Ain Sokhna plant,29.6910789825686,32.3233694993333,manufacturing,iron-and-steel,DRI-EAF,point-source,2026,0.0,359562.8888674698,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",98.024,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,21.419,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566793,Egyptian Sponge Iron and Steel Company Sadat City plant,30.3934427543613,30.5890216234744,manufacturing,iron-and-steel,DRI-EAF,point-source,2026,0.0,338954.45783132524,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.912,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,66.33,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566794,Al-Ezz Dekheila Steel Alexandria plant,31.1197236694082,29.8066596183369,manufacturing,iron-and-steel,DRI-EAF,point-source,2026,0.0,295025.96009638545,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.818,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,21.255,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896696,National Cement El Hassana Cement Plant,30.7023578831213,33.8516247543297,manufacturing,cement,integrated dry,point-source,2026,0.0,269740.5723465754,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.706,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,21.165,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
32438370,Helwan Cement Plant,29.8224321070379,31.3088116638073,manufacturing,cement,integrated semidry,point-source,2026,0.0,256408.5548219178,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.65,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,21.12,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896683,Lafarge Attaka Cement Plant,29.8061509655789,32.0869008638579,manufacturing,cement,integrated dry,point-source,2026,0.0,244485.004805137,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.612,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,21.09,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566797,Suez Steel Solb Misr Attaka plant,29.9230960808973,32.4660825465818,manufacturing,iron-and-steel,DRI-EAF,point-source,2026,0.0,237268.12048192765,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.556,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,21.045,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896682,Borg El Arab Cement Plant,30.8803530326624,29.4656887783968,manufacturing,cement,integrated dry,point-source,2026,0.0,232833.22156278792,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.537,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,21.03,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896688,Al Minya Desert Cement Plant,28.2970429674021,30.8562772560293,manufacturing,cement,integrated dry,point-source,2026,0.0,191644.2788150484,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.444,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.955,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896676,Assiuit Cement Asyut Plant,27.1708829605682,31.0150298249398,manufacturing,cement,integrated dry,point-source,2026,0.0,170898.9824545143,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.275,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.82,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896694,El Sewedy Cement Attaka Plant,29.7476506898114,32.2126593731889,manufacturing,cement,integrated dry,point-source,2026,0.0,147071.15085273975,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.125,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.7,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896690,South Valley Bani Suef Desert Cement Plant,29.1270528076202,31.2687718053031,manufacturing,cement,integrated dry,point-source,2026,0.0,144839.7387541324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.088,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.67,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896681,Tura Cement Plant,29.9259488047751,31.3032944293705,manufacturing,cement,integrated dry,point-source,2026,0.0,129640.09860946244,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",97.051,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.64,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896675,Sinai El Hassana Cement Plant,30.7278051823552,33.7756579193918,manufacturing,cement,integrated dry,point-source,2026,0.0,125760.02523558767,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.994,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.596,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3673054,Nag Hammadi aluminium plant,25.990817,32.331312,manufacturing,aluminum,Smelting,point-source,2026,0.0,116659.49390979268,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.976,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.581,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896684,MBCC New Bani Suef Cement Plant,28.9235004546184,31.0791749719823,manufacturing,cement,integrated dry,point-source,2026,0.0,112330.68722465752,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.901,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.521,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566792,Egyptian American Steel Rolling Company Sadat City plant,30.3860340068522,30.5703492141629,manufacturing,iron-and-steel,EAF,point-source,2026,0.0,110634.73503614456,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.882,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,65.506,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566796,Ezz Steel Rebar Sadat City plant,30.3815419976564,30.5640793650254,manufacturing,iron-and-steel,EAF,point-source,2026,0.0,92195.61253012047,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.676,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,65.341,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896679,Cairo Governorate Desert Cement Plant,29.9190885870406,31.5314165100546,manufacturing,cement,integrated dry,point-source,2026,0.0,91040.07522688356,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.657,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.326,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
42547266,Juhayna West Cement Plant,26.6576904424748,31.3211877135837,manufacturing,cement,integrated dry,point-source,2026,0.0,86731.0518866122,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.545,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.236,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
32438372,Suez Cement Attaka Plant,29.7718311350379,32.2115818467522,manufacturing,cement,integrated dry,point-source,2026,0.0,85765.65435616438,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.526,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.221,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
32267410,Egypt,26.50661999974957,29.84446151312441,manufacturing,chemicals,soda_ash,point-source,2026,0.0,0.0,0.0,Pyrolysis,Plastic Waste,Sorted plastic is heated in low/no oxygen and vapors are condensed.,Synthetic oil + gas + process heat,"Sorting line, reactor, condenser, oil tank, safety PLC",96.513,Medium,Petrochemical/plastic-related source; Manufacturing source,Waste Recovery / RDF,91.891,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
32438366,BMIC Asyut Cement Plant,26.9632323763536,31.1511331163543,manufacturing,cement,integrated dry,point-source,2026,0.0,80006.990619863,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.489,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.191,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896677,Qena Desert Cement Plant,26.2536659986347,32.9710817087311,manufacturing,cement,integrated dry,point-source,2026,0.0,79884.87662524462,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.47,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.176,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
32438384,Titan Cement Beni Suef Plant,29.0484879754807,31.1663735774334,manufacturing,cement,integrated dry,point-source,2026,0.0,71110.66281678082,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.395,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.116,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896693,WNCC New Beni Suef Cement Plant,29.1275032071171,31.2839145479712,manufacturing,cement,integrated dry,point-source,2026,0.0,70915.56720547946,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.376,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.101,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896687,Aswan Cement Plant,23.4900608380554,32.2304276796061,manufacturing,cement,integrated dry,point-source,2026,0.0,61421.57311103985,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.32,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,20.056,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896689,Sinai White Cement El Hassana Plant,30.7210558266335,33.7724699786476,manufacturing,cement,integrated dry,point-source,2026,0.0,54755.13151443288,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.096,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,19.876,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896691,Dekhela Cement Plant,31.1417032512115,29.837925212807,manufacturing,cement,integrated dry,point-source,2026,0.0,54584.77564657533,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.077,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,19.861,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896686,Qift Cement Plant,26.0257442792138,32.9392804321729,manufacturing,cement,integrated dry,point-source,2026,0.0,53911.3352869863,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.058,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,19.846,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896685,Beni Mazar Cement Plant,28.4117910151652,30.9654776773993,manufacturing,cement,integrated dry,point-source,2026,0.0,49904.945682191785,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",96.002,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,19.801,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
32438387,East Samalout Cement Plant,28.3009043793036,30.7465945600683,manufacturing,cement,integrated dry,point-source,2026,0.0,35499.59823935536,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",95.89,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,19.712,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1567210,Egyptian Steel Ain Sokhna plant,29.6408981058511,32.2788523469597,manufacturing,iron-and-steel,EAF,point-source,2026,0.0,17896.795373493973,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",95.618,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,19.494,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566798,Egyptian Steel Beni Suef plant,29.1553658106167,31.2484471996776,manufacturing,iron-and-steel,EAF,point-source,2026,0.0,17896.795373493973,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",95.618,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,19.494,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1567244,Delta Steel Mill Al Qalyubia plant,30.1188856131697,31.2824004958612,manufacturing,iron-and-steel,EAF,point-source,2026,0.0,15291.192443177992,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",95.506,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,19.404,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
42741856,Al Gioshy Steel Ain Sokhna plant,29.6750464661036,32.3027909599531,manufacturing,iron-and-steel,EAF,point-source,2026,0.0,15291.192443177992,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",95.506,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,19.404,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38480139,Nadine Print,30.3292368,31.2168466,manufacturing,textiles-leather-apparel,Wet Process,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38476834,Eroglu Egypt For Ready Made Garments,30.5964923,32.2714587,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38477048,Delta Textile Shammal El Saeed,28.284729,30.5279096,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38473722,Ace Apparel Egypt,30.2327128,31.3909597,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38473454,"El Helal Company For Knitting, Dyeing & Readymade",31.1340357,30.133566,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38473251,Jade Textile Ismailia S.A.E,30.6017375,32.2040922,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38469726,Ammar Tanning,30.0504562,31.2423389,manufacturing,textiles-leather-apparel,Raw Material Processing Or Production|Tannery,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38469514,"Alroubaia Fourtex Textiles Co,S.A.E",30.3593519,30.5327214,manufacturing,textiles-leather-apparel,Wet Process|Weaving,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38474801,T&C Garments Sae,30.1892728,31.4513314,manufacturing,textiles-leather-apparel,Cut & Sew| Laundry| Wet Finishing,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38474841,Lotus High Fashion Garments Co.,31.2652893,32.3018661,manufacturing,textiles-leather-apparel,Cut & Sew| Laundry| Wet Finishing,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38473037,Delta Textile Egypt,30.030752,31.3470408,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38472975,Alpha  Textile,31.2000924,29.9187387,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38471887,Seong An Textile S.A.E.,26.820553,30.802498,manufacturing,textiles-leather-apparel,Knitting|Textile Dyeing|Twisting Texturizing Facility|Weaving,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
